acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-3.43,-7.21,-2.99,0.6,3.18,-0.33,1
-5.07,-9.02,-4.39,1.08,2.73,-0.76,1
-3.73,-9.97,-4.25,1.12,2.06,-1.16,1
-2.87,-10.62,-4.3,1.1,2.46,-0.88,1
12.56,1.96,-21.14,-0.81,-0.29,-0.12,1
12.65,-2.74,-21,-2.35,-0.15,-1.06,1
11.03,-8.09,-21.31,-3.61,0.01,-1.64,1
10.59,-9.14,-20.92,-4.52,2.64,-1.85,1
6.43,-14.34,-20.4,-4.02,4.03,-1.71,1
2.92,-15.74,-20.41,-3.08,6.19,-1.61,1
-0.76,-16.49,-19.05,-1.85,5.55,-2.71,1
-5.84,-19.7,-16.59,-3.18,4.13,-3.65,1
10.97,-23.04,-14.49,-4.36,1.07,-8.75,1
-4.15,-78.7,-29.4,-7.36,4.85,-8.75,1
0.32,-60.31,-6.74,-8.76,-8.33,-8.75,1
-3.8,-51.07,23.48,-5.66,-0.45,-1.69,1
-16.25,-23.54,10.02,-2.28,1.12,-0.26,1
-5.09,-21.14,13.99,-0.9,0.66,-0.79,1
-5.38,-14.18,7.9,-0.27,1.33,0.06,1
-4.41,-7.97,2.12,0.43,2.46,0.13,1
-3.57,-7.79,1.59,-0.24,2.29,0.04,1
-6.41,-8.27,-0.56,0.2,2.39,-0.4,1
-6.64,-8.38,-1.36,0.28,1.94,-0.43,1
-6.98,-9.07,-1.38,0.19,1.82,-0.47,1
-8.23,-7.73,-2.87,-0.03,2.08,-0.12,1
-6.23,-7.01,-1.62,-0.19,1.65,-0.32,1
-5.34,-6.81,-0.87,-0.11,2.03,-0.48,1
-4.28,-7.86,-1.01,0.39,2.25,-0.75,1
-3.56,-8.75,-2.19,0.69,2.74,-0.8,1
-4.08,-10.61,-3.68,0.81,2.16,-1.06,1
-4.16,-11.07,-3.82,0.68,1.88,-1.06,1
-5.97,-12.09,-2.53,0.19,2.06,-0.05,1
-5.51,-10.6,-3.2,-0.04,0.66,0.49,1
-2.46,-9.27,-2.28,0.03,-0.86,0.18,1
-1.13,-9.14,-1.34,-0.14,-0.51,0.03,1
-1.43,-9.29,-1.48,0,0.17,0.15,1
-1.82,-9.24,-2.23,0.09,0.25,0.1,1
-1.79,-9.22,-2.55,0.09,0.24,0.15,1
-1.97,-9.29,-2.66,-0.02,0.06,0.09,1
-1.62,-9.21,-2.25,-0.04,-0.18,-0.01,1
-1.6,-9.28,-1.92,-0.07,-0.1,-0.05,1
-1.45,-9.24,-1.84,-0.06,-0.07,-0.1,1
-1.73,-9.32,-1.91,0,-0.01,-0.11,1
-1.82,-9.59,-1.87,0.04,-0.03,-0.1,1
11.56,0.66,-23.13,-0.56,-0.59,0.17,1
13.91,-1.76,-24.15,-2.78,-1.08,-1,1
10.22,-8.25,-24.53,-4.5,0.75,-1.88,1
5.63,-12.98,-24.51,-5.63,3.37,-1.52,1
1.75,-15.07,-23.35,-5.01,5.76,-1.18,1
-2.84,-17.29,-20.16,-4.08,6.48,-0.63,1
-3.39,-16.44,-16.42,-2.2,5.76,-1.47,1
4.79,-23.73,-12.43,-1.32,3.27,-5.04,1
32.73,-61.78,-26.73,-3.54,8.35,-8.75,1
-1.27,-78.7,-40.87,-8.76,-8.69,-8.75,1
9.02,-66.78,16.24,-5.8,-0.27,-4.27,1
-15.63,-37.81,1.71,-3.23,0.68,-2.81,1
-2.97,-34.95,21.9,-1.98,-0.44,-1.67,1
-13.2,-18.07,4.36,0.54,2.11,1.21,1
-0.89,-12.55,10.5,0.58,-0.15,0.29,1
-4.96,-7.03,2.31,0.38,3.14,1.03,1
-4.31,-7.12,0.12,0.37,1.35,0.17,1
-4.59,-6.91,-0.71,0.32,1.2,-0.62,1
-4.52,-10.21,0.5,0.21,1.5,-0.52,1
-5.12,-8.33,-1.1,0.31,1.96,-0.38,1
-5.24,-8.83,-0.48,0.12,1.97,-0.23,1
-4.55,-7.45,-0.52,0.04,1.81,-0.43,1
-3.93,-8.25,-0.23,-0.03,2.54,-0.45,1
-4.66,-8.7,-1.31,0.46,1.99,-0.84,1
-2.45,-9.31,-1.15,0.13,2.85,-0.56,1
-3.65,-9.88,-2.58,0.09,3.46,-0.32,1
-3.38,-10.34,-3.17,0.26,2.87,-0.42,1
-3.45,-10.48,-3.93,0.27,2.11,-0.52,1
-4.21,-10.58,-4.11,0.13,1.16,-0.37,1
-3.87,-10.26,-3.49,-0.09,0.1,-0.16,1
-2.41,-10.04,-1.94,-0.29,-0.38,-0.04,1
-1.28,-10.15,-0.1,-0.1,0.19,0.29,1
-1.09,-9.28,-1.28,-0.01,0.16,0.1,1
-1.78,-9.61,-2.25,-0.03,0.1,-0.03,1
-1.7,-9.77,-2.32,-0.02,-0.12,0,1
-1.29,-9.58,-2.23,-0.03,-0.17,0.11,1
-1.19,-9.38,-2.17,-0.04,-0.08,0.19,1
-1.08,-9.24,-2.2,-0.04,-0.11,0.13,1
-1.1,-9.27,-2.27,-0.05,-0.13,0.04,1
-1.1,-9.22,-2.24,-0.05,-0.2,-0.07,1
9.91,-2.38,-16,0.87,-0.66,1.11,1
11.11,0.98,-18.09,0.66,-1.31,0.39,1
9.78,-2.56,-19.25,-1.55,0.04,-0.16,1
9.15,-4.38,-20.01,-2.27,-1.33,-1.26,1
4.21,-8.12,-23.27,-3.33,-1.14,-1.34,1
9.08,-10.38,-18.53,-3.72,-1.21,-0.86,1
1.97,-12.65,-24.25,-5.04,4.59,-0.72,1
1.62,-14.91,-24.17,-4.23,6.3,-1.1,1
-4.46,-20.47,-24.86,-3.9,7.2,-2.9,1
-1.89,-27.78,-18.29,-4.07,4.8,-4.82,1
17.1,-40.79,-24.11,-7.2,3.15,-8.75,1
2.85,-78.7,-34.76,-8.76,-2.08,-8.75,1
40.14,-73.96,8.98,-8.76,-8.69,-8.75,1
5.01,-52.52,4.88,-8.26,4.06,-0.44,1
-2.43,-37.08,8.51,-3.31,-2.49,-3.36,1
-6.95,-28.39,8.45,-1.39,3.43,0,1
-1.76,-16.93,8,-0.07,0.07,0.43,1
-4.99,-11.5,1.81,0.42,2.53,1.3,1
-4.31,-8.72,-0.96,0.29,0.73,0.64,1
-2.55,-8.87,-0.09,0.11,1.38,0.6,1
-3.63,-11.13,-0.78,0.16,1.75,0.99,1
-2.21,-9.25,-1.28,0.09,1.93,1.23,1
-1.9,-8.19,-0.88,0.09,1.59,0.86,1
-2.71,-7.27,-1.11,-0.01,1.51,0.19,1
-2.8,-8.77,-0.25,0.04,1.59,-0.2,1
-3.02,-8.35,-1.39,0.27,2.52,0.24,1
-4.32,-9.04,-2.4,0.29,2.46,0.08,1
-2.97,-9.5,-1.99,0.59,2.5,0.52,1
-2.93,-8.96,-2.82,0.64,2.39,0,1
-2.98,-9.67,-2.8,0.81,2.1,-0.2,1
-3.25,-9.59,-3.51,0.58,1.86,-0.51,1
-3.6,-10.31,-3.4,0.41,1.24,-0.5,1
-3.55,-10.17,-3.16,0.14,0.85,-0.32,1
-3.56,-9.89,-2.86,-0.05,0.41,-0.06,1
-2.74,-9.66,-2.3,-0.28,0.01,-0.02,1
-2.13,-9.74,-1.72,-0.22,-0.22,0.07,1
-1.86,-9.84,-1.52,-0.23,-0.21,0.04,1
-1.7,-9.76,-1.58,-0.08,-0.13,0.23,1
-1.27,-9.72,-1.85,-0.02,-0.17,0.2,1
-1.45,-9.76,-1.81,-0.06,-0.13,0.16,1
4.32,-15.59,-22.34,-4.94,4.57,-2.42,1
1.22,-19.61,-18.71,-4.48,4.8,-2.94,1
6.03,-27.18,-17.1,-5.26,2.56,-5.2,1
13.41,-35.59,-20.55,-5.2,3.86,-8.75,1
7.14,-71.05,-24.19,-8.46,-1.05,-8.75,1
8.07,-64.96,-5.74,-8.76,-6.51,-8.75,1
4.29,-49.86,17.9,-5.78,-2.1,-2.65,1
-10.65,-29.79,9.56,-2.8,0.78,-1.65,1
-4.51,-22.63,11.65,-1.37,0.07,-0.89,1
-5.25,-16.01,7.95,-0.63,0.27,0.24,1
-4.9,-10.48,3.27,-0.08,1.52,0.79,1
-2.62,-10.48,3.64,-0.31,0.3,-0.05,1
-5.25,-9.59,0.97,0,1.7,0.21,1
-5.17,-10.26,0.16,0,0.57,0.31,1
-3.87,-9.66,0.46,-0.24,0.63,0.4,1
-3.07,-8.71,-0.2,-0.4,1.06,0.36,1
-2.5,-7.28,-0.28,-1,1.44,-0.39,1
-2.52,-7.62,-0.35,-0.98,1.58,-0.92,1
-3.97,-8.88,-0.5,-0.06,2.13,-0.71,1
-3.53,-8.35,-2.17,0.71,2.16,-0.38,1
-2.82,-10.31,-2.56,0.42,2.75,-0.09,1
-2.71,-10.28,-3.67,0.79,3.12,0.02,1
-2.8,-9.85,-4.18,0.55,2.73,0.28,1
-3.27,-9.39,-4.27,0.11,2.56,0.34,1
-3.56,-10.28,-3.35,0.13,1.3,-0.07,1
-2.89,-10.34,-1.93,0.17,0.66,0.02,1
-3.23,-9.62,-2.33,0,0.7,0.35,1
-2.15,-9.55,-2.13,0.05,-0.16,0.08,1
-1.49,-9.57,-1.73,0.03,0.09,0.18,1
-1.52,-9.36,-2.15,0.03,0.39,0.34,1
-1.57,-9.4,-2.38,0.09,0.23,0.27,1
-1.49,-9.37,-2.47,0.03,0.19,0.25,1
-1.56,-9.44,-2.46,0,0.08,0.22,1
-1.44,-9.25,-2.21,-0.02,-0.11,0.12,1
-1.21,-9.17,-1.88,-0.04,-0.08,0.05,1
-1.24,-9.24,-1.75,0.03,-0.06,-0.07,1
-1.4,-9.34,-1.86,0.07,0.02,-0.16,1
-1.59,-9.48,-2.03,0.1,0.07,-0.17,1
-1.65,-9.45,-2.07,0.1,0.08,-0.15,1
-1.72,-9.43,-2.05,0.11,0.07,-0.1,1
-11.84,-23.73,-2.15,-0.72,0.17,5.9,1
-10.59,-22.55,-3.46,-1.61,2.33,8.4,1
-7.1,-20.41,-4.48,-1.4,0.03,8.49,1
-1.22,-17.3,-4.46,-0.21,-2.37,7.36,1
1.52,-12.9,-3.25,0.83,-3.1,6.34,1
2.56,-10.08,-1.86,1.77,-2.41,5.57,1
4.19,-8.49,-2.3,3.11,-1.11,5.34,1
6,-6.89,-4.21,4.1,-0.37,4.94,1
5.95,-5.64,-9.49,4.68,0.97,5.37,1
7.54,-9.02,-12.02,5.16,-0.95,5.28,1
12.62,-10,-14.57,5.22,-0.92,5.73,1
11.35,-7.35,-16.25,3.51,0.25,5.15,1
11.54,-5.17,-14.74,2.48,-0.66,3.28,1
9.35,-3.16,-14.93,1.68,-0.35,1.63,1
8.19,-3.75,-16.01,1.01,-0.12,0.86,1
9.13,-2.55,-16.41,-0.27,-0.35,-0.1,1
7.71,-5.53,-15.84,-1.85,-0.23,-0.89,1
7.71,-7.02,-15.27,-2.67,0.54,-1.38,1
7.85,-8.34,-15.74,-2.77,0.35,-1.7,1
8.22,-10.64,-17.64,-3.73,1.74,-2.42,1
6.6,-14.07,-17.71,-3.17,2.48,-3.57,1
2.68,-13.25,-19.48,-3.82,4.38,-3.93,1
-0.96,-13.44,-17.33,-5.44,5.03,-2.76,1
-0.55,-17.68,-10.13,-4.64,1.21,-1.49,1
10.25,-20.73,-9.39,-2.67,-2.26,-3.11,1
27.95,-52.29,-18.03,-8.76,5.46,-8.75,1
-10.15,-61.8,-7.89,-6.2,-6.08,-8.75,1
-9.32,-57.17,14.17,-5.95,0.1,-6.59,1
-10.38,-37.73,21.64,-3.49,-2.46,-1.73,1
-1.94,-23.59,25.24,-2.26,-0.26,-0.92,1
-12.59,-14.64,10.18,-0.28,0.09,-0.39,1
-2.65,-12.5,11.23,-0.08,1.1,0.08,1
-7.82,-8.17,1.54,0.7,2.1,0.81,1
-3.54,-7.22,2.68,-0.07,-0.13,0,1
-2.97,-9.45,3.94,0.02,1.98,-0.42,1
-4.53,-8.2,0.81,0.65,2.51,0.17,1
-5.46,-7.29,-0.75,0.5,1.57,-0.42,1
-4.09,-7.46,0.53,-0.02,1.87,-0.49,1
-5.51,-7.51,-0.11,-0.21,1.72,-0.96,1
-4.6,-7.98,0.03,-0.22,2.5,-0.88,1
5.62,-5.16,-17.58,-1.22,0.04,-0.6,1
7.59,-3.86,-19.79,-2.64,0.67,-0.96,1
6.5,-9.1,-21.03,-4.19,1.48,-1.84,1
4.66,-10.49,-20.29,-5.05,2.96,-2.06,1
3.52,-15.04,-19.67,-4.44,4.53,-1.91,1
0.84,-17.33,-17.51,-3.89,5.88,-3.05,1
-4.28,-20.57,-15.04,-3.3,3.91,-3.65,1
13.89,-32.42,-13.84,-5.07,1.1,-8.75,1
2.44,-76.6,-22.93,-8.76,0.15,-8.75,1
8.26,-67.67,0.54,-8.76,-8.69,-8.75,1
4.88,-47.66,18.79,-5.28,-0.29,-1.28,1
-9.4,-24.82,4.74,-2.97,1.46,-1.11,1
-1.92,-23.32,10.86,-2.23,-0.31,-1.45,1
-5.94,-17.17,5.84,-1.71,1.16,-0.3,1
-4.87,-12.18,2.81,-0.26,1.62,0.26,1
-3.8,-8.96,1.01,-0.6,1.07,0.03,1
-3.72,-10.49,0.65,-0.63,1.95,-0.33,1
-3.46,-10.08,-0.66,-0.71,2.5,0.15,1
-7.31,-13.45,2.18,-0.24,3.1,0.39,1
-2.72,-8.28,-2.28,0.15,2.98,0.18,1
-4.86,-9.38,-3.56,-0.01,1.96,-0.44,1
-2.32,-9.58,-1.49,0.38,2.1,0.19,1
-2.75,-9.52,-2.43,0.61,2.95,0.41,1
-3.32,-10.97,-2.47,0.67,3.27,1.12,1
-2.4,-8.75,-4.47,1.06,3.22,1.27,1
-2.81,-8.97,-4.07,0.54,1.74,0.27,1
-2.88,-9.73,-2.79,0.28,1.03,0.04,1
-2.9,-10.04,-1.89,0.24,0.53,0.06,1
-2.36,-9.58,-1.75,0.2,0.32,0.1,1
-2.12,-9.55,-1.76,0.02,0.38,0.12,1
-1.94,-9.41,-1.89,0.04,0.22,0.1,1
-1.81,-9.48,-1.88,0.05,0.18,0.13,1
-1.78,-9.53,-1.95,0.02,0.1,0.09,1
-1.74,-9.58,-1.86,0.02,0.08,0.15,1
-1.69,-9.53,-1.77,0.02,0.01,0.13,1
-1.53,-9.57,-1.51,0.03,-0.08,0.04,1
-1.42,-9.56,-1.42,0.03,0,0.03,1
-1.49,-9.53,-1.58,0.05,0.05,0,1
-1.55,-9.51,-1.61,0.06,0.03,-0.03,1
-1.66,-9.54,-1.67,0.05,0.1,0,1
11.13,-8.26,-15.11,-3.4,2.27,-1.93,1
9.36,-6.82,-17.01,-3.02,3.74,-1.41,1
9.64,-11.64,-16.33,-2.55,5.15,-1.2,1
6.14,-14.05,-17.35,-0.93,6.2,-1.66,1
2.82,-16.55,-13.95,-0.69,3.78,-2.75,1
9.74,-26.26,-11.94,-1.25,0.43,-6.2,1
22.9,-68.16,-21.36,-2.07,6.43,-8.75,1
-10.98,-78.7,-23.69,-8.76,-8.69,-8.75,1
-2.32,-51.41,13.79,-5.22,-3.9,-5.9,1
-15.19,-37.55,11.56,-4.13,1.6,-2.2,1
-2.4,-26.25,15.98,-2.91,-1.14,-2.35,1
-11.7,-18.91,6.73,-1.79,0.47,-0.85,1
-5.78,-12.47,4.94,-0.17,0.76,0.21,1
-4.83,-11.34,3.27,-0.56,0.46,-0.15,1
-5.31,-10.89,1.62,-0.12,0.98,0.22,1
-4.07,-9.95,0.76,-0.41,0.76,0.22,1
-4.41,-9.29,-0.23,-0.4,0.92,0.11,1
-3.03,-8.04,-0.91,-1.18,1.11,0.08,1
-2.88,-8.18,-0.6,-0.82,1.42,-0.19,1
-2.55,-7.9,-0.68,-0.49,1.78,-0.26,1
-3,-8.3,-1.07,0.09,2.38,-0.09,1
-2.97,-8.42,-2.24,0.57,2.87,0.14,1
-3.95,-9.08,-2.94,0.94,2.43,-0.19,1
-2.34,-8.8,-3.18,0.77,3.01,-0.05,1
-3.05,-10.42,-3.54,0.58,3.61,0.27,1
-3.3,-10.31,-4.36,0.61,3.06,0.01,1
-3.79,-10,-4.5,0.74,1.51,-0.33,1
-3.71,-10.21,-3.93,0.26,1.08,-0.13,1
-3.45,-10.11,-3.32,-0.17,0.52,0.23,1
-2.42,-9.62,-2.37,-0.22,0.34,0.52,1
-1.93,-9.22,-2.08,-0.29,0.11,0.46,1
-1.79,-9.4,-1.85,-0.14,-0.17,0.24,1
-1.79,-9.85,-1.46,0.09,-0.69,-0.04,1
-0.68,-9.66,-1.26,0.19,-0.64,0.05,1
-1.32,-9.72,-1.67,-0.18,0.29,0.33,1
-1.69,-9.7,-2.05,-0.13,0.22,0.29,1
-1.23,-9.4,-2.04,0.06,-0.07,0.2,1
-1.1,-9.18,-2.16,-0.01,0.1,0.12,1
-1.25,-9.23,-2.16,0.05,0.02,0,1
-1.16,-9.13,-2.19,0.04,0,-0.1,1
-13.44,-22.48,-0.94,0.4,-1.34,5.17,1
-10.4,-22.88,-0.63,0.98,-1.76,6.31,1
-6.12,-23.24,-1.12,1.54,0.06,7.9,1
-5.55,-20.54,-4.37,1.13,-1.32,7.83,1
0.29,-17.58,-3.82,2.23,-2.61,6.68,1
4.11,-13.85,-3.53,2.88,-1.65,6.32,1
5.64,-9.75,-4.75,3.89,-1.02,5.74,1
6.51,-9.75,-6.9,4.82,-0.24,5.15,1
8.65,-7.95,-13.84,5.1,1.78,6.31,1
11.63,-7.36,-17.72,4.1,-2.35,5.82,1
16.06,-5.51,-14.45,2.85,-1.29,4.93,1
14.37,-0.26,-13.82,1.68,-0.78,3.06,1
13.95,2.21,-13.1,1.28,-0.78,1.58,1
10.66,3.82,-15.09,0.59,-0.76,0.67,1
11.84,5.21,-14.84,-0.4,-0.01,0.6,1
11.97,3.68,-14.53,-1.51,0.32,-0.29,1
10.29,0.35,-13.38,-2.1,0.7,-1.13,1
9.73,-0.05,-13.46,-1.95,0.79,-0.97,1
11.67,-1.16,-14.75,-2.55,1.08,-1.24,1
10.36,-3.71,-14.86,-2.01,2.16,-1.16,1
9.57,-5.14,-17.31,-0.82,4.39,-0.38,1
11.29,-8.13,-15.93,0.46,5.05,-1.49,1
8.56,-18.37,-17.18,-0.47,6.14,-3.03,1
0.01,-22.24,-18.99,1.01,1.58,-6.28,1
18.63,-43.19,-17.49,-7.76,-0.76,-8.75,1
-0.86,-76.85,-17.14,-6.37,1.5,-8.75,1
-14.88,-58.73,8.24,-4.5,-4.98,-8.75,1
-9.18,-40.6,18.13,-4.35,1.29,-1.34,1
-8.3,-26.78,14.88,-2.23,-1.57,-1.66,1
-6.62,-19.19,10.66,-1.13,0.71,-0.5,1
-5.46,-13.66,7.55,-1.06,0.71,-0.09,1
-5.35,-10.66,3.2,0,1.49,0.84,1
-3.63,-10.15,2.5,-0.02,0.98,0.28,1
-3.53,-7.39,-0.07,0.31,1.63,0.48,1
-3.37,-9.02,0.32,-0.49,1.58,-0.34,1
-3.64,-7.9,-1.33,-0.3,2.84,0.14,1
-5,-6.02,-4.14,-0.49,2.48,-0.43,1
-4.91,-7.64,-3.37,-0.7,3.15,-0.18,1
-5.81,-7.31,-3.89,0.54,2.27,-0.31,1
-3.79,-7.01,-3.75,0.72,2.97,-0.13,1
-6.26,-11.54,-1.61,0.95,-0.93,5.93,1
-7.61,-11.16,-2.46,1.46,-1.64,5.41,1
-2.07,-10.68,-1.82,2.93,-2.2,5.33,1
-0.93,-9.61,-3.83,3.79,-0.8,5.75,1
6.65,-9.27,-7.54,5.17,-0.31,7,1
10.1,-12.39,-14.35,4.18,1.38,8.71,1
18.12,-1.33,-16.76,2.52,0.57,8,1
19.6,-3.19,-6.25,0.96,-2.44,2.33,1
10.15,3.92,-10.56,1.95,-0.72,1.07,1
9.7,3.66,-11.5,0.62,-0.98,0.99,1
9.12,3.71,-13.44,0.2,-0.8,0.75,1
12.2,3.21,-12.49,-0.89,-1.31,-0.01,1
10.75,2,-12.38,-1.16,-0.8,-0.63,1
10.01,3.21,-12.97,-1.31,0.37,-0.66,1
7.62,0.21,-14.58,-1.71,0.49,-0.42,1
12.61,-0.71,-14.92,-0.83,1.89,-0.08,1
9.47,-3.58,-19.63,-0.59,4.16,-1.1,1
4.22,-7.13,-19.9,-1.35,5.4,-2.56,1
-0.25,-15.04,-15.9,-2,3.92,-3.24,1
2.69,-20.58,-13.11,-1.02,2.13,-4.9,1
19.13,-32.84,-16.52,-5.45,2.01,-8.75,1
-5.15,-78.7,-23.31,-8.76,1.46,-8.75,1
3.77,-61.23,15.57,-8.76,-8.69,-8.75,1
-16.8,-32.1,10.05,-4.77,5.76,-1.74,1
-2.58,-22.21,13.37,-2.66,-2.17,-3.07,1
-8.4,-23.13,9.65,-2.85,0.8,-1.9,1
-3.56,-18.13,8.97,-1.47,-0.39,-0.11,1
-2.92,-11.56,3.05,-0.56,1.9,1.22,1
-3.11,-8.9,0,-0.41,1.58,0.74,1
-2.6,-7.5,0.5,-0.84,1.33,0.02,1
-3.02,-8.1,0.27,-0.65,2.23,-0.27,1
-3.83,-8.09,-1.47,-0.41,2.91,-0.21,1
-5.57,-8.55,-2.35,-0.26,2.73,-0.43,1
-5,-8.7,-2.66,0.36,3.23,0.31,1
-4.62,-7.81,-4.09,0.18,3.4,0.18,1
-5.81,-9.54,-4.26,0.51,2.71,0.12,1
-3.54,-9.08,-3.58,0.56,2.15,-0.06,1
-3.09,-9.78,-3.21,0.32,2.52,0.15,1
-3.64,-10.47,-3.68,0.6,1.8,0,1
-3.46,-9.99,-3.73,0.58,0.93,-0.12,1
11.68,0.41,-15.92,-1.49,-0.29,-1.1,1
10.43,-2.81,-15.48,-1.83,1.61,-1.6,1
7.08,-3.73,-19.27,-2.05,0.78,-2.18,1
8.63,-8.98,-16.28,-4.27,1.03,-2.22,1
5.87,-9.38,-15.28,-3.77,2.88,-1.63,1
7.16,-9.37,-14.22,-3.13,3.86,-0.48,1
5.9,-14.29,-15.18,-1.54,5.29,-0.94,1
6.04,-14.96,-13.62,-0.54,3.69,-3.35,1
27.17,-30.66,-17.86,-5.17,0.88,-8.75,1
-14.03,-78.7,-32.37,-7.11,2.81,-8.75,1
4.73,-58.16,14.15,-7.7,-7.98,-8.75,1
-11.09,-36.09,7.5,-4.22,3.17,-3.41,1
-8.26,-32.82,14.39,-3.08,-1.19,-3.77,1
-11.77,-24.81,9.04,-1.86,0.5,-1.02,1
-4.03,-16.44,7.72,-1.22,0.19,0.26,1
-5.49,-11.78,2.4,-0.75,1.44,0.64,1
-2.32,-8.37,1.28,0.09,0.56,0.15,1
-3.36,-8.57,0.04,-0.25,1.76,0.3,1
-2.64,-7.09,-1.34,-0.2,2.05,0.24,1
-3.47,-8.64,-0.89,-0.62,2.31,-0.27,1
-4.23,-7.09,-3.37,-0.58,3.15,-0.1,1
-5.15,-7.51,-3.7,-0.75,2.53,-0.55,1
-5.73,-8.79,-2.9,0.07,2.43,-0.16,1
-3.33,-9.21,-2.45,0.39,2.41,0.2,1
-3.22,-9.94,-3.17,0.76,3.72,0.75,1
-3.77,-10.08,-4.58,0.86,3.38,0.18,1
-4.24,-10.55,-4.51,0.95,1.69,-0.11,1
-3.87,-10.39,-3.92,0.7,0.79,-0.26,1
