acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-7.12,-11.02,-1.25,0.36,0.29,1.1,1
-5.73,-9.4,-0.58,0.45,0.2,1.21,1
-7.94,-9.01,0.02,0.47,1.21,1.48,1
-15.08,-11.52,-1.67,1.1,3.31,2.47,1
-13.41,-13.38,-7.08,3.17,6.2,6.25,1
-16.96,-8.29,-13.78,2.62,5.65,5.1,1
-4.18,-8.88,-6.3,-1.91,2.01,6.42,1
-0.06,-5.43,-3.35,-2.91,0.64,7.25,1
3.69,-0.46,-2.62,-2.1,0.42,8.07,1
5.45,4.56,-6.49,0.79,-0.16,7.19,1
6.66,5.67,-13.09,3.6,-1.2,5.02,1
7.59,0.7,-16.22,-0.84,-1.88,-0.88,0
10.48,-6.62,-16.55,-6.54,-5.71,-2.49,0
21.32,-26.17,-1.87,-8.76,-6.27,-1.89,0
10.42,-46.48,3.65,-8.76,-8.05,-3.49,0
-0.77,-16.43,12.35,-5.54,-0.87,-3.56,0
8.59,-13.75,12.07,-0.96,-2.87,1.96,0
5.24,-5.75,8.89,-4.77,0.36,2.14,0
-0.65,-11.32,12.7,-3.3,0.52,-1.96,0
-14.41,-17.31,-12.99,-8.76,-0.16,0.3,0
-2.5,-17.47,14.41,5.6,-0.71,1.65,0
-1.8,-12.37,12.14,0.26,-0.95,1.56,0
-3.96,-11.38,9.4,3.8,1.6,1.03,0
-0.75,-6.25,6.48,2.6,0.45,0.97,0
-2.83,-5.64,6.15,0.1,0.94,0.24,0
-2.7,-8.13,6.49,-0.22,-0.3,-0.19,0
-1.97,-9.44,6.6,1,0.42,1.22,0
-1.99,-11.77,7.91,1.54,1.52,2.32,0
-3.78,-8.08,5.91,3.6,1.18,2.97,0
-3.39,1.33,4.4,3.04,0.44,2.04,0
-3.81,1.24,6.76,0.23,0.06,0.73,0
-4.28,0.85,5.59,-1.11,0.1,-0.62,0
-4.19,-0.66,7.31,-2.14,-0.5,-1.33,0
-4.52,-3.52,8.73,-1.73,-0.11,-1.13,0
-4.42,-3.32,9.83,-1.23,0.65,-1.92,0
-8.53,-5.77,11.44,-0.65,6.91,-2.59,0
-12.55,-5.41,5.08,0.18,0.85,-0.96,0
-6.34,-5.6,4.91,-0.42,-0.57,-0.48,0
-4.76,-6.55,4.39,-0.34,0.68,-1.14,0
-5.24,-7.23,4.4,-0.96,0.55,-1.72,0
-5.13,-9.13,6.33,-0.87,0.67,-1.59,0
-4.81,-8.84,4.71,-0.06,0.91,-0.67,0
-3.25,-8.73,3.32,0.42,0.22,-0.95,0
-3.96,-9.64,3.69,-0.1,-0.11,-0.79,0
-4.55,-10.07,4.18,0.35,1.09,-0.59,0
-5.27,-9.64,4.23,0.3,1.04,-0.36,0
-5.06,-9.28,4.07,0.09,0.34,0.01,0
-3.66,-8.87,3.9,0.06,0.12,-0.08,0
-3.09,-8.7,3.98,-0.07,0.08,-0.13,0
-3.6,-9.21,4.21,0.06,0.36,-0.31,0
-3.7,-9.22,3.35,0.01,0.21,-0.34,0
-3.43,-9.29,3.72,-0.15,0.4,-0.26,1
-3.6,-9,3.39,-0.01,0.45,-0.17,1
-3.53,-8.95,3.28,-0.01,0.29,-0.1,1
-3.59,-9.29,3.26,0,0.36,-0.03,1
-4.06,-9.3,3.22,0.01,0.5,0.14,1
-4.2,-9.2,3.02,-0.04,0.6,0.26,1
-4.14,-9.06,3.08,-0.17,0.37,0.44,1
-3.85,-8.56,2.9,0,0.31,0.23,1
-4.04,-9.04,2.8,-0.13,0.47,0.2,1
-4.52,-9.18,2.78,0.01,0.47,0.09,1
-4.39,-9.35,2.94,0,0.41,0.21,1
-4.12,-10.17,3.75,-0.11,0.74,0.3,1
-6.24,-13.09,5.82,-0.15,2.93,1.21,1
-12.55,-13.94,2.08,3.01,5.91,3.92,1
-19.56,-12.12,-3.67,2.26,6.14,5.5,1
-16.66,-8.13,-7.81,0.06,2.46,3.82,1
-8.08,-9.42,-4.13,-0.71,0.14,4.47,1
-4.55,-8.57,-2.7,-0.2,-0.01,6.46,1
-0.72,-3.69,-3.11,1.61,-0.69,8.08,1
-0.03,1.67,-3.58,0.96,-0.3,7.61,1
5.34,4.37,-3.51,4.42,-2.3,6.99,1
7.9,1.64,-12.57,6.03,-1.55,6.12,1
3.17,-0.82,-20.2,4.03,-0.06,-1.75,1
1.85,-7.35,-10.88,-5.48,0.08,-2.07,1
4.06,-10.92,-4.5,-8.76,-3.81,-1.8,1
12.51,-15.79,0.7,-8.76,-3.99,-1.09,1
15.06,-30.61,9.17,-8.76,-5.62,-2.19,1
4.58,-26.09,19.71,-8.76,-5.92,-1.93,1
0.14,-24.58,20.34,-6.68,-0.39,1.98,1
2.49,-14.11,13.34,-1.87,0.57,0.37,1
2.21,-13.48,12.1,-2.37,0.47,0.6,1
0.23,-15.34,14.42,-2.14,1.46,0.64,1
-3.45,-7.46,6.91,0.8,-1.01,0.69,1
0.14,-10.09,11.32,1.39,0.78,0.21,1
0.15,-7.87,7.89,2.64,-0.06,-0.62,1
2.47,-5.38,6.34,-1.29,0.45,-1.12,1
0.31,-8.56,6.14,-1.49,0.59,0.01,1
1.52,-9.52,5.38,-1.33,0.57,0.22,1
-0.39,-13.01,4.59,-0.79,-1.08,1.73,1
3.56,-10.56,1.38,3.47,0.72,1.76,1
-1.19,-5.88,1.95,2.44,0.86,1.08,0
-1.99,-7.07,5.98,1.26,1.47,0.76,0
-4.49,-6.24,6.41,1.1,0.64,0.2,0
-3.51,-3.33,6.07,0.81,1.05,0.1,0
-3.35,-2.52,6.84,0.07,0.44,-0.76,0
-3.53,-3.68,8.3,-0.46,0.88,-1.24,0
-6.8,-7.15,10.25,-0.87,0.72,-1.59,0
-5.05,-7.12,10.16,0.09,0.84,-1.6,0
-5.29,-7.68,8.98,-0.54,2.67,-1.91,0
-5.51,-8.57,7.34,-1.45,5.61,-0.75,0
-9.14,-5.89,3.51,1.29,2.74,-1.63,0
-5.96,-8.44,3.13,-1.36,2.31,-1.06,0
-7.21,-10,4.04,-1.5,1.17,-0.44,0
-5.1,-9.84,2.43,-1.14,-0.25,-0.73,0
-4.17,-10.07,2.68,-1.51,-0.55,-0.72,0
-3.5,-9.09,2.74,-0.52,0.49,0.47,0
-1.76,-8.86,1.23,-1.2,2.3,0.31,0
-2.64,-9.03,-0.88,-1.13,3.65,0.21,0
-5.18,-9.19,-2.45,0.13,4.89,1.21,0
-4.61,-8.3,-0.71,0.22,2.14,0.88,0
-4.62,-8.58,-2.89,-0.21,0.56,0.45,0
-3.99,-9.15,-2.97,-0.33,1.21,0.22,0
-6.51,-10.57,-3.1,0.06,1.75,1.34,0
-4.55,-7.62,-3.69,0.96,2.67,1.26,0
-3.65,-4.59,-4.23,0.69,2.43,1.25,0
-2.17,-6.91,-3.8,-0.03,2.13,0.92,0
-1.79,-6.7,-6.59,-0.11,3.9,1.52,0
-1.69,-6.51,-8.72,-0.45,5.3,1.43,0
-3.02,-6.84,-9.15,-0.69,4.77,0.51,0
-1.04,-7.75,-7.05,-1.44,2.85,0.67,0
-0.23,-6.45,-6.11,-0.73,2.04,0.81,0
-0.36,-5.54,-5.3,-0.55,1.19,0.96,0
0.8,-5.62,-4.76,0.33,0.9,1.4,0
1.31,-5.7,-6.51,1.14,0.88,1.64,0
1.3,-6.61,-8.1,0.96,0.96,1.53,0
1.92,-6.2,-7.62,0,-0.01,0.86,0
1.56,-6.02,-5.82,0.04,-0.17,0.77,0
2.24,-5.43,-5.06,-0.03,-0.07,0.45,0
1.74,-6.36,-4.45,0.12,0.2,0.18,0
1.37,-6.63,-4.68,0.67,-0.24,-0.09,0
1.75,-7.35,-5.24,0.81,0.15,-0.17,1
0.53,-7.21,-6,0.91,0.15,-0.21,1
-0.14,-6.72,-5.42,0.63,-0.83,-0.36,1
-0.41,-7.37,-4.62,0.23,-2.32,-0.61,1
-0.66,-7.77,-5.94,0.15,-3.07,-1.03,1
-1.01,-9.44,-6.79,-0.45,-4.47,-1.53,1
-2.61,-6.79,-8.63,-0.3,-4.5,-1.6,1
-2.83,-7.68,-6.21,-0.41,-3.96,-1.88,1
-4.03,-7.39,-5.7,-0.48,-3.61,-1.78,1
-4.01,-8.04,-3.91,-0.62,-3.59,-1.49,1
-3.52,-8.01,-3,-0.43,-3.14,-1.06,1
-2.35,-9.18,-1.9,-0.02,-1.47,-0.3,1
-6.42,-10.7,-0.89,0.09,0.8,0.64,1
-3.72,-9.95,-0.98,0.73,3.14,2.42,1
-5.16,-8.59,-2.64,0.75,3.62,2.17,1
-2.98,-6.93,-2.93,0.7,1.88,1.81,1
-2.1,-6.92,-3.38,0.68,1.22,0.99,1
-2.04,-7.06,-5.18,0.74,1.33,0.57,1
-3.24,-6.91,-6.38,0.7,1.29,0.44,1
-3.94,-5.91,-7.19,0.46,1.45,0.14,1
-4.98,-6.47,-6.7,0.07,0.44,-0.29,1
-4.05,-6.48,-6.2,0.06,-0.34,-0.38,1
-3.87,-6.79,-5.58,0.03,-0.47,-0.63,1
-3.55,-7.41,-4.78,0.06,-0.48,-0.53,1
-3.84,-7.55,-4.79,-0.26,-0.35,-0.53,1
-3.34,-7.42,-4.25,-0.22,-0.44,-0.3,1
-3.82,-5.63,-4.11,-0.16,-0.43,-0.07,1
-3.42,-6.72,-3.59,-0.73,-0.69,0.03,1
-3.7,-7.86,-4.11,-0.45,-0.24,0.23,1
-3.42,-7.19,-4.6,-0.28,0.07,0.52,1
-3.83,-7.21,-4.88,-0.08,0.18,0.27,1
-4.03,-7.09,-4.88,0.03,0.15,0.2,1
-4.35,-6.81,-5.37,0.26,0.12,-0.01,1
-5.03,-6.94,-5.52,0.3,0.21,-0.07,1
-6.52,-7.33,-6.05,0.35,0.02,-0.2,1
-12.1,-10.73,-8.77,0.44,1,0.51,1
-22.58,-10.97,-30.49,1.45,5.83,4.46,1
-13.63,-22.81,-11.24,-5.06,1.24,6.71,1
-0.07,-15.78,-4.45,-5.39,-2.89,7.11,1
7.45,-10.17,-2.38,-1.22,-2.73,8.71,1
6.79,-4.2,-0.97,2.65,0.46,8.71,0
10.15,3.03,-11.45,4.01,2.03,6.55,0
14.98,5.51,-23.87,3.31,0.27,1.7,0
14.44,-14.65,-22.78,-5.26,-2.69,-5.31,0
17.23,-36.25,-1.51,-8.76,-6.05,-2.38,0
12.86,-48.08,1.27,-8.76,-5.3,-3.92,0
13.48,-40.81,19.43,-8.76,-8.48,-2.84,0
-9.63,-15.65,14.1,-6.35,1.31,-2.8,0
7.69,-15.56,20.61,-2.42,-1.79,1.29,0
0.23,-10.2,11.73,-3.32,0.65,-0.7,0
0.83,-16.98,12,-4.88,-1.76,0.68,0
-1.34,-12.24,10.25,0.77,0.7,-0.39,0
-1.04,-9.95,7.37,1.21,-0.22,-0.21,0
0.23,-10.04,11.42,3,0.38,0.1,0
-1.36,-8.35,6.95,-1.1,0.79,0.78,0
-1.41,-8.15,6.67,-0.18,1.1,0.76,0
-1.16,-11.93,8.2,0.54,0.56,1.06,0
-0.76,-6.83,5.79,0.24,0.68,1.27,0
-2.15,-3.22,4.25,0.85,0.79,0.01,0
-3.47,-5.62,4.98,-0.97,1.01,-0.27,0
-5.35,-9.14,8.13,-1.01,0.03,-0.25,0
-4.8,-9.49,7.43,0.29,0,0.18,0
-3.24,-9.36,7.98,1.45,0.2,1.12,0
-2.82,-7.94,6.23,1.89,0.84,0.87,0
-4.49,-7.33,6.32,2.27,0.42,1.26,0
-6.49,-1.38,7.23,1.18,0,0.14,0
-2.69,-2.51,7.83,0.49,-0.09,-0.49,0
-3.76,-2.43,5.94,0.86,1.95,-0.68,0
-5.96,-0.8,6,-0.82,-0.28,-2.24,0
-6.52,-5.7,9.35,-2.16,-1.03,-1.6,0
-3.96,-6.24,9.75,-1.17,-0.23,-1.25,0
-4.08,-6.33,8.51,-0.81,0.63,-1.36,0
-4.79,-8.49,9.31,-1.99,0.65,-0.98,0
-3.65,-7.56,6.54,-1.78,1.89,-1.23,0
-4.06,-7.71,2.26,-3.76,2.67,-1.99,0
-5.57,-10.96,3.5,-0.81,1.47,0.14,0
-4.5,-9.64,2.66,-0.52,0.61,0.01,0
-3.37,-10.06,2.08,-0.29,0.62,0.01,0
-2.51,-9.91,2.34,0.42,0.96,0.21,0
-2.63,-9.89,2.37,0.44,1.36,0.17,0
-3.02,-9.98,2.19,0.3,1.55,0.13,1
-4.33,-10.41,2.14,0.57,1.11,-0.07,1
-3.42,-9.01,2.02,1.27,1.69,0.66,1
-3.78,-8.08,1.85,0.89,2.48,0.75,1
-4.5,-7.58,1.46,0.14,2.91,0.82,1
-5.28,-8.21,0.1,-0.26,3.49,0.85,1
-6.7,-8.25,-1.49,-0.23,1.85,0.27,1
-4.98,-8.04,-2.04,0.13,1.54,0.5,1
-5.96,-8.44,-2.12,-0.1,1.08,0.03,1
-5.47,-8.78,-1.25,-0.36,2.35,0.13,1
-12.83,-11.23,-4.68,0.17,6.23,1.5,1
-12.11,-12.59,-12.52,1.85,8.04,4.32,1
-16.32,-13.85,-20.28,0.61,2.63,4.23,1
-3.16,-15.46,-11.98,-4.25,-1.49,6.5,1
3.6,-16.81,-3.84,-3.98,-3.35,8.22,1
2.46,-7.78,0.36,-3,-1.44,8.71,1
4.51,-1.63,0.28,0.33,-1.83,8.61,1
11.38,5.38,-7.98,3.04,-0.98,5.65,1
6.06,5.74,-15.64,-0.3,0.67,-1.13,1
-0.35,-7.13,-7.05,-6.91,0.04,-2.6,1
1.4,-8.92,-0.85,-7.75,-1.16,-0.81,1
2.35,-4.33,1.43,-6.61,-1.09,1.11,1
6.47,-14.3,5.2,-8.76,-1.11,-0.36,1
-5.38,-33.81,17.56,-8.76,1.73,-5.4,1
-8,-11.08,6.01,-8.76,3.37,-4.71,1
-2.6,-3.09,6.78,5.21,-3.02,0.62,1
-2.56,-9.01,11.85,-0.1,1.76,-1.28,1
-4.31,-9.68,14.8,0.05,-1.39,0.41,1
-0.75,-3.23,12.87,0.15,0.24,1.47,1
-3.73,-5.45,11.08,0.91,1.27,0.44,1
-4.54,-6.27,10.23,1.06,0,1.17,1
-2.46,-5.3,8.68,0.51,0.01,1.14,1
-2.32,-6.76,7.87,0.14,0.53,0.8,1
-2.08,-9.3,8.55,-0.41,1.02,1.21,1
-2.48,-8.03,7.37,2.41,2.86,1.14,1
-6.14,-4.9,5.38,2.33,2.47,0.01,1
-5.15,0.72,3.16,1.43,1.5,-0.57,1
-2.63,-2.99,1.87,0.73,1.79,-2.87,1
-5.31,-3.52,0.8,-0.1,1.7,-3.15,1
-10.45,-5.36,5.16,0.1,-0.11,-2.76,1
-10.93,-5.31,7.93,0.8,-0.44,-0.46,0
-12.54,-1.88,9.45,-1.6,-1,-1.77,0
-6.81,-3.4,10.6,-0.58,-0.46,-0.95,0
-8.58,-5.65,9.24,-0.64,0.71,-1.19,0
-6.07,-7.2,7.66,-0.73,0.09,-1.52,0
-3.72,-8.37,4.93,-0.58,0.73,-2.12,0
-4.8,-10.05,3.12,-0.74,2.36,-1.94,0
-5.1,-7.53,1.06,-1.19,1.93,-1.26,0
-3.29,-10.9,1.92,-1.76,1.43,-0.68,0
-2.74,-9.38,1.24,-0.26,1.82,0.03,0
-3.14,-9.35,0.97,-1.9,2.16,-0.15,0
-3.05,-10.43,0.82,-1.15,1.05,-0.12,0
-3.12,-10.18,1.11,-0.31,0.37,-0.01,0
-2.54,-10.14,1.04,-0.35,0.13,-0.13,0
-3.5,-10.65,0.56,-0.26,1.35,0.45,0
-4.73,-10.54,-0.29,0.45,1.03,0.54,0
-3.85,-9.26,-0.88,1.24,0.9,0.83,0
-4.41,-8.83,-0.7,0.71,0.62,0.52,0
-4.39,-9.29,0.12,0.38,-0.05,0.41,0
-3.66,-10.14,1.08,0.33,0.62,0.63,0
-3.09,-10.2,1.08,0.4,2.38,1.11,0
-6.78,-8.85,-0.66,0.6,3.66,1.4,0
-5.96,-8.67,-1.47,0.54,2.25,1.29,0
-4.4,-7.73,-1.81,0.52,1.24,0.94,0
-3.88,-7.25,-1.93,0.39,0.81,0.68,0
-4.44,-7.62,-2.13,0.35,0.07,0.16,0
-4.54,-7.81,-2.31,0.26,0.16,-0.05,0
-5.63,-8.07,-2.1,0.21,0.4,0.03,0
-6.2,-7.59,-1.86,0.27,0.66,0.24,0
-6.17,-7.05,-1.97,0.26,1.2,0.46,0
-7.01,-6.94,-2.49,0.28,1.42,0.44,0
-6.83,-7.62,-2.84,0.19,1.36,0.26,0
-7.08,-7.08,-3.81,0.33,1.89,0.09,0
-6.32,-8.49,-4.73,0.44,1.88,0.34,0
-7.54,-7.72,-5.25,0.35,2.14,0.43,0
-7.23,-8.03,-5.3,0.16,0.87,0.74,0
-6.96,-9.59,-3.77,-0.48,-0.36,1.99,0
-6.34,-8.41,-3.95,-0.12,-0.08,2.56,0
-8.54,-6.56,-5.09,0.4,0,2.31,0
-8.17,-10.09,-3.6,-0.46,-1.4,2.98,0
-8.67,-5.75,-4.09,0.3,0.23,3.83,1
-7.38,-2.53,-6.24,0.66,1.5,3.79,1
-4.49,-1.37,-5.01,-0.44,0.13,3.66,1
-3.82,2.73,-2.64,-1.61,-0.64,2.91,1
-2.78,3.57,0.48,-1.47,-0.21,1.59,1
-4.77,3.63,0.43,-0.78,1.45,-0.1,1
-6.82,3.65,-3.69,0.29,1.58,-0.29,1
-5.86,3.84,-4.35,0.08,0.23,0.13,1
-6.74,5.19,-6.88,0.85,0.84,0.12,1
-8.74,6.03,-13.54,1.27,1.84,0.9,1
-4.66,3.39,-11.8,-0.17,1.2,2.85,1
0.8,3.36,-8.77,-0.8,0.89,3.97,1
3.72,3.63,-9.88,0.04,-0.63,4.09,1
6.31,4.65,-12.88,0.59,-2.57,2.57,1
8.53,-4.05,-9.87,-4.66,-3.7,-1.84,1
7.58,-12.43,-0.36,-8.76,-4.11,-1.49,1
16.48,-31.81,8.74,-8.76,-8.5,-3.4,1
12.74,-48.2,31.93,-8.76,-8.69,-2.57,1
-14.69,-10.65,17.43,-2.22,-0.06,0.38,1
7.35,-14.85,14.34,-1.02,-1.91,2,1
2.32,-4.27,11.4,1.61,0.79,1.02,1
2.13,-10.46,11.52,0.55,-0.32,-0.43,1
0.19,-10.57,11.78,0.77,0.32,0.09,1
0.83,-7.49,11.2,2.6,0.65,-0.44,1
1.47,-6.53,8.72,-0.2,-0.03,-0.25,1
0.67,-7.38,8.59,-0.53,0.13,0.09,1
-0.49,-8.5,6.08,-1.35,0.23,0.65,1
-0.07,-12.3,8.21,1.07,0.52,0.67,1
-0.88,-12.4,7.97,2.46,0.8,2.12,1
-1.76,-6.4,6.27,1.89,-0.14,1.92,1
0.23,-1.5,6.62,2.31,-0.1,1.14,1
-1.07,-2.34,7.93,0.51,0.88,-0.23,1
-4.53,-0.69,8.37,1.15,0.6,-0.5,1
-2.1,-1.95,8.23,1.54,0.91,-0.65,1
-5.59,-1.38,8.93,-0.17,1.08,-1.38,1
-3.66,-2.12,9.31,0.04,1.01,-1.18,1
-4.77,-2.4,8.83,-0.78,1.08,-1.68,1
-5.32,-2.71,7.2,-0.62,1.06,-1.46,1
-6.46,-3.29,7.2,-0.55,0.94,-0.99,1
-6.67,-4.38,9.04,-0.23,0.29,-0.93,1
-7.15,-3.14,9.02,-1.58,0.2,-0.94,0
-5.09,-5.73,9.79,-0.7,0.71,-0.3,0
-4.73,-5.96,8.78,-0.87,0.61,-1.28,0
-3.84,-7.56,8.52,-0.71,1.56,-1.85,0
-4.68,-6.93,6.85,-1.17,1.89,-2.44,0
-3.82,-9.2,5.67,-1.97,2.25,-2.22,0
-4.88,-9.8,4.29,-2.38,2.7,-1.62,0
-4.39,-10.23,2.96,-1.75,1.42,-0.66,0
-2.43,-8.74,0.2,-4.76,1.79,-0.81,0
-2.17,-11.12,-1.11,-2.28,2.06,-1.3,0
-3.03,-9.98,-2.37,-0.25,1.71,-0.73,0
-2.44,-9.98,-2.58,-0.65,-0.03,-0.75,0
-0.38,-9.66,-2.4,-0.15,0.3,-0.28,0
-0.75,-9.91,-3.32,-0.12,1.17,-0.03,0
-1.28,-10.6,-2.5,0.8,0.18,0.48,0
-0.62,-9.93,-1.51,1.44,0.35,0.11,0
-0.77,-9.59,-1.79,0.55,0.42,-0.1,0
-0.32,-10.06,-1.56,-0.17,-0.1,0.13,0
-1.8,-10.41,-1.27,-0.81,0.33,0.26,0
-0.69,-9.42,-1.89,-0.65,0.16,0.48,0
-1.51,-9.64,-1.91,-0.61,0.9,0.64,0
-2.34,-9.48,-2.67,-0.44,1.9,1.27,0
-2.51,-9.65,-3.37,-0.38,2.14,1.47,0
-1.95,-9.23,-3.52,-0.22,2.11,1.52,0
-1.43,-8.66,-3.29,0.2,1.3,1.62,0
-1.41,-8.41,-3.56,0.14,1.63,1.43,0
-2.15,-8.53,-3.9,0.18,1.84,1.35,0
-2.76,-8.26,-4.9,0.22,2.74,1.5,0
-3.79,-8.24,-4.64,-0.03,2.35,1.71,0
-2.59,-7.98,-4.1,-0.16,1.74,1.71,0
-2.89,-7.53,-3.83,-0.09,1.12,1.35,0
-2.46,-7.26,-3.83,0.16,0.79,0.9,0
-3.84,-7.35,-5.6,0.5,0.08,0.54,0
-2.68,-7.07,-6.06,0.66,0.98,0.4,0
-3.17,-7.61,-6.82,0.52,1.21,0.34,0
-2.4,-6.68,-7.46,0.2,2.03,0.94,0
-2.91,-8.23,-12.62,1.8,2.99,0.4,0
-2.73,-7.76,-9.3,-1.51,4.36,0.37,0
-2.7,-8.4,-5.32,-2.1,0.78,0.4,0
0.15,-8.61,-8.54,-0.88,1.38,0.96,0
-1.25,-7.21,-10.44,-1.3,2.11,1.02,1
-1.52,-7.44,-8.97,-2.46,1.99,1.55,1
-1.01,-6.21,-3.71,-3.3,-0.07,1.26,1
1.11,-3.74,-3.21,-2.5,-0.86,1.44,1
1.61,-1.38,-2.62,-1.7,0.26,0.55,1
0.49,-1.85,-2.98,0.33,0.54,0,1
1.65,-2.78,-5.66,1.66,1.23,-0.24,1
3.75,-4.5,-12.05,2.38,1.84,-0.42,1
4.11,-4.66,-19.45,1.68,1,0,1
-0.49,-5.37,-17.63,-3.06,-1.27,1.91,1
4.6,-11.66,-11.08,-4.96,-2.8,8.09,1
12.96,-8.8,-2.22,-4.34,-1.02,7.82,1
7.72,-1.41,-7.11,-0.62,-0.18,5.4,1
9.05,-3.92,-13.67,-2.25,-2.62,4.36,1
6.1,-6.53,-11.41,-5.56,-3.56,-1.19,1
4.72,-12.28,11.72,-8.48,-1.84,-0.6,1
3.73,-16.02,5.02,-8.76,-7.05,-1.45,1
6.38,-29.37,25.03,-8.76,-4.3,-2.07,1
-0.19,-6.97,13.39,-4.66,-3.61,-2.74,1
7.63,-16.84,21.56,-8.76,-2.01,2.51,1
3.93,-9.47,14.6,-2.95,-0.06,1.12,1
2.1,-10.23,12.2,-4.74,0,-1.52,1
3.54,-8.16,12.08,1.15,0.04,-0.1,1
0.28,-9.8,9.89,1.25,0.07,0.72,1
1.22,-5.91,6.49,2.64,1.03,-0.84,1
-1.46,-8.07,9.22,-1.04,-0.02,0.39,1
1.41,-7.98,10.46,0.42,-0.48,0.78,1
1.74,-8.62,9.65,1.16,-1.2,0.68,1
2.55,-6.69,7.79,1.78,-1.16,1.09,1
2.7,-6.7,7.95,1.76,-0.16,0.61,1
3.33,-5.61,8.11,1.55,0.39,0.16,1
2.41,-3.56,7.42,0.94,1.88,0.32,1
0.39,-3.85,6.79,0.55,1.21,-0.5,1
-1.41,-3.73,7.53,0.32,1.35,-0.75,1
